Cities;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127
98;12003.61812;11976.68402;13515.86682;12487.11848;12890.62233;12504.88609;12418.50297;12965.56239;13015.28271;13226.54362;12992.51785;11344.89489;12720.39308;11214.26663;12249.95151;11752.69501;12193.8017;12334.24242;12612.03298;12136.28345;12289.97966;12420.66987;12648.78808;12622.16463;9074.729748;9978.69731;10653.07017;8429.776747;8733.960385;10652.43859;10909.55178;8563.597375;8816.763125;10115.97153;11073.59598;11002.28049;11166.16747;9746.761513;9877.044092;10417.42003;10946.49168;9691.381738;10355.88335;10961.23278;11089.98828;13050.90219;13161.78347;12517.79214;12998.7304;12631.75554;12060.09552;13390.3398;12804.73975;11793.84043;14131.54259;12833.60588;12003.61812;14623.36322;14968.04596;14500;14620.14227;14732.45669;14504.1754;14700.91208;17246.59039;14733.82666;13587.85399;13436.48585;13686.52534;13982.69216;14318.83627;12741.00404;13193.94831;12878.08992;12586.40092;12096.30291;12157.88468;11366.81626;11280.66452;10963.6877;11155.31658;10748.01191;10273.69768;11225.06053;17175.05261;17244.63975;17058.31176;17094.16555;18048.34751;14223.13271;14674.80235;18380.05267;9390.269858;12296.54716;8495.762709;15521.90968;6078.665643;0;19441.33699;14123.4466;9465.201952;10468.95983;10764.9;18693.28393;12373.45417;12412.54204;12300.92354;12366.38346;15700.76176;16100.61614;13428.97286;13982.69216;15749.53663;12626.961;12964.00555;14244.87557;10943.41811;12775.80839;15568.65209;12822.06723;12484.96312;8622.319873;7486.270099;13412.42946;17099.67485;10897.21065;8255.582354
99;7540;7475.477777;6187.270804;7522.132676;6570.148248;7323.634071;7146.955716;7281.252639;6899.806374;6311.082316;6850.8779;8398.592263;6757.933412;8400.995179;7540;7772.865623;7885.440761;8120.828529;7526.603484;7785.838426;7834.939183;7626.06268;7366.685008;7315.361372;10810.4283;9780.526775;9172.805896;11300.3292;11263.3551;8980.827579;8952.314561;11558.74664;11035.2526;9402.442236;8372.918249;8480.702801;8317.288981;9860;9655.91135;9028.645967;8607.481397;9788.778065;9149.304673;8569.880279;8537.631522;7453.846255;6796.649763;7626.06268;7162.001955;6812.469743;7382.194796;6089.723803;7262.748791;7772.865623;5611.331393;6684.861704;7486.270099;4955.522172;5402.412794;5580.07025;5300.578082;5322.112363;13603.6895;4858.170849;2822.401814;4858.170849;7122.437785;8144.819212;9306.0634;8496.554596;7687.571268;7540;7712.037344;7999.795997;9783.965658;9289.420219;8444.927472;9722.571676;9082.140717;9390.986317;11059.00466;12972.3065;13195.98788;10835.29418;8400.995179;8547.082777;8733.190024;8989.064467;1508;5712.337525;5136.84884;1296.919427;10822.24672;8444.927472;11141.43617;9482.246147;13382.29816;19441.33699;0;5407.391978;17672.02037;17062.64974;8862.430366;4258.953862;7304.316532;7381.283357;13323.34613;7526.603484;8907.863492;7514.07852;9137.531395;8186.839195;3692.008667;7082.65261;6505.31475;5773.258352;10527.91869;7421.280752;11976.68402;6728.999926;6984.124856;11166.16747;11980.05409;6124.975755;2757.288523;12069.57563;12664.73529
100;2138.934314;2188.683623;928;2331.571144;1740;2025.852907;1740;2345.954816;1740;905.9889624;1628.137586;3009.300251;1415.960451;2993.609193;2200.945251;2380.121005;2690.599933;3134.147412;2436;2504.095845;2678.06796;2447.022681;2207.05052;2100.849352;5411.123358;4377.367245;3787.36003;5893.211009;5870.333551;3573.477858;3581.000977;6175.297888;5631.677548;4020.031841;3088.738254;3121.240779;2957.431318;4456.574469;4268.421722;3735.488188;3208.401471;4432.353776;3773.121784;3633.226665;3776.686378;4204.899999;3168.308066;3856.018672;3640.62632;1615.69304;2240.332118;1577.770579;3558.383903;3036.01054;2380.121005;2100.849352;2593.838854;518.7677708;1920.141661;1415.960451;1142.467505;1401.633333;10023.09812;580;3959.323174;1972;2698.091177;3945.705514;5447.061593;4734.732939;4060;2562.523756;3191.581426;3347.961768;5402.412794;4561.027954;3481.932797;4757.414424;3890.758281;4164.706952;6268.294824;8239.266958;8355.221601;6036.45989;6725.999703;6886.141445;6918.308464;7146.955716;3950.817637;1148.341413;956.5605051;4268.421722;6256.476964;4955.522172;6124.975755;6656.621365;8045.08297;14123.4466;5407.391978;0;12733.60907;12300.92354;4051.705814;5266.195591;1920.141661;2055.525237;10468.95983;2252.312589;6233.853383;5245.714441;6693.913653;6016.364351;1834.121043;1724.463975;1194.293096;1312.390186;5572.831237;3815.677135;8944.043828;1322.603493;2100.849352;5759.256897;6756.937768;1874.037353;2993.609193;7311.681612;8167.092016
101;11020.61051;11489.27152;11812.65085;10402.55507;12646.12826;10722.94363;11261.56295;10489.50485;11007.7827;11983.98465;11107.56787;9976.674396;11837.11654;10210.63602;10587.18471;10904.617;10043.21542;9649.638335;10318.7852;10250.09502;10057.27359;10287.44089;10532.39118;10632.8412;8105.071992;8968.833146;9282.899547;8130.764294;7667.415732;9761.246642;9396;7325.471179;8030.853504;9827.192478;10953.86471;10587.18471;10694.67157;9252.408984;9613.314101;10548.34888;10224.464;9783.965658;10043.21542;11766.42614;12149.58106;14569.89554;13989.42686;13864.30525;14158.17898;12064;11846.20716;13108;13928.21424;12388.12657;14269.88605;12889.05644;12224.66098;13026.13373;12269.70774;12129.07449;12444.48087;12381.06425;6566.050868;13140.8085;16691.50922;14395.6888;10550.89987;9574.744279;8715.452943;9446.702705;10190.18901;10240.90152;9960.476294;9678.182474;7970.305891;8384.160304;9306.786341;8009.881897;8853.315763;8603.572281;6613.017466;4738.993986;4477.660103;6837.115181;11558.16456;11540.68837;11287.81928;11185.43195;16177.73779;12057.30584;12648.78808;16380.25152;12385.95398;14406.90112;10878.05424;9675.401387;8435.361759;9465.201952;17672.02037;12733.60907;0;1211.075555;11966.5681;14940.60186;10926.19019;10712.27184;17655.26097;10492.07015;10140.54989;11240.03488;16380.25152;16381.8944;14534.75834;11059.00466;12072.91978;11966.5681;7190.128789;14075.7289;8333.451626;11620.86124;12425.54401;8077.632326;9705.949516;13342.01724;14914.91173;5612.530267;12792.1232
102;10722.94363;11237.64032;11373.32528;9976.674396;12374.54161;10324.65166;10926.19019;10000.2496;10561.73471;11602.31977;10674.52144;9684.437;11512.67128;9957.774048;10213.9301;10632.8412;9628;9175.739316;9866.139265;9862.729034;9628.69877;9860.682329;10094.66631;10208.65907;8034.203881;8807.601263;9039.816812;8164.620261;7631.35427;9555.753032;9122.055909;7304.316532;7998.113778;9706.642674;10783.63352;10396.73256;10489.50485;9146.362774;9512.707291;10438.71103;10012.35237;9722.571676;9903.574304;11679.76575;12077.93426;14460.97147;13809.8475;13757.61956;14016.33333;11773.28569;11615.07021;12812.61878;13789.8583;12242.25992;13989.42686;12648.25616;12035.52408;12554.28724;11672.27484;11582.58693;11913.60097;11828.01894;5407.391978;12670.04657;16254.90744;14047.97836;9974.651072;8920.694143;7928.835476;8693.811132;9466.623474;9761.246642;9383.819265;9122.055909;7286.794631;7827.206909;8828.202082;7543.568386;8475.147668;8256.397277;6059.820459;4101.219331;3945.705514;6290.794544;10586.5492;10558.54914;10302.47194;10184.90569;15584.20174;11542.43718;12131.29309;15766.18813;12555.89487;14380.25758;11054.1366;8719.311899;8822.865748;10468.95983;17062.64974;12300.92354;1211.075555;0;11923.19756;14134.87488;10566.19288;10326.60641;17954.16208;10092.66664;9210.867494;10375.35542;16402.00622;16332.94829;14066.64423;10674.52144;11736.65506;11439.3881;6728.999926;13955.23873;7225.598937;11261.56295;12188.83489;8078.465201;9947.634091;13066.35864;14309.43577;5021.607711;13134.15091
103;2645.206986;2100.849352;3944;3964.417738;2391.401263;3633.226665;2936.885425;4512.086879;4026.72075;3371.99051;3890.758281;3088.738254;2786.415619;2670.520549;3448.927949;2457.995932;3994.848683;4619.655398;4222.463736;3686.537671;4099.578515;4006.620521;4035.066294;3889.028671;3889.028671;3223.047006;3285.074124;3856.018672;4304.522273;2708.047267;3364;4642.899094;3938.879028;2287.877619;1611.523503;1995.739462;2029.171259;2803.266666;2438.760341;1577.770579;2391.401263;2200.945251;2157.724728;478.2802526;328.0975465;2670.520549;2438.760341;1985.600161;2391.401263;2460.731599;1859.621467;2805.665696;2167.058836;1094.341811;3371.99051;2188.683623;1467.296834;4558.076787;5685.18355;5105.318012;5009.534909;5231.58714;11484.58584;4588.969383;6492.892114;4026.72075;5322.112363;6174.208289;7500.635706;7107.307788;6788.725948;4480.664236;5407.391978;5291.685554;6847.931074;5779.08228;4795.446173;5413.609517;4354.251256;4348.066237;6775.829986;8416.997089;8300.284332;6594.679067;9990.826192;10133.91297;10089.33298;10271.07784;7599.54946;4757.414424;4921.463197;7957.633819;2216.176888;2457.995932;2296.682825;9286.522708;4935.114994;10764.9;8862.430366;4051.705814;11966.5681;11923.19756;0;9306.786341;3235.547558;3522.276537;7181.702305;3706.558512;9048;8496.554596;4513.577738;4417.148401;5252.12338;3435.245552;2920.805368;4872;5942.099292;2231.304551;11044.39405;3134.147412;1982.208869;3890.758281;3323.759317;2737.698303;6915.390372;7625.180391;4119.22517
104;7007.206576;7315.361372;5466.788454;6230.614737;6994.713432;6279.019032;6602.835754;5729.977312;5760.424984;5964.701501;5818.530399;7418.560507;6555.796214;7632.235845;6538.326391;7264.601297;6505.31475;6380;6087.513778;6591.617707;6406.30939;6287.585228;6073.129012;6121.679508;9619.610803;8733.960385;8057.617514;10267.14683;9978.69731;8144.819212;7798.78965;10184.90569;9877.044092;8774.692701;8144.819212;8037.552861;7888.852895;9027.900753;8977.08104;8731.6491;7950.867123;9245.86221;8575.374044;8872.293954;9039.816812;9108.03162;8140.687932;8938.77665;8612.169994;6847.931074;7461.965425;6731.998812;8596.531394;8301.905323;7021.594121;7322.715343;7858.090353;4778.580542;3792.685592;4331.011891;4334.117673;4145.275865;9928.000806;4768.714712;5855.415271;6236.011546;5127.672376;5599.328531;6225.213249;5510.915713;4827.607275;5952.280907;5587.299885;5914.862636;7046.462942;6984.124856;6594.679067;7628.708934;7447.525227;7772.865623;8562.811688;10230.38455;10563.64558;8375.328531;4317.008223;4445.994152;4663.142288;4906.402348;3535.622152;4658.811866;4391.17843;3364;11518.51379;10000.2496;11266.34138;5741.707063;12720.39308;18693.28393;4258.953862;5266.195591;14940.60186;14134.87488;9306.786341;0;6505.31475;6384.216788;15453.7079;6381.054458;5168.187303;3826.242021;11399.32419;10550.89987;4756;6246.791176;6392.64202;4588.969383;8304.336217;8835.058347;8123.31361;6277.947435;7366.685008;10071.31213;11698.18447;6960;2973.313303;9431.021154;13425.96648
105;591.4862636;1194.293096;1148.341413;820.2438662;1972;418.243948;418.243948;1296.919427;812;1069.467157;705.6004535;1094.341811;991.1044345;1160;366.8242086;812;1037.535542;1672.975792;1069.467157;733.6484172;1094.341811;905.9889624;836.4878959;676.3904198;3506.962218;2482.508409;1870.443798;4026.72075;3959.323174;1724.463975;1660.867243;4258.953862;3735.488188;2287.877619;1740;1547.633031;1411.200907;2629.901899;2509.463688;2252.312589;1453.475834;2749.958545;2075.071083;2757.288523;3082.196619;4605.068512;3668.242086;4020.031841;4040.065346;1352.78084;1577.770579;2311.283626;3862.991587;2606.775786;3489.653278;2348.820981;2157.724728;2348.820981;2715.490379;2179.44213;2252.312589;2388.586193;8879.873873;2447.022681;5801.159884;3481.932797;2091.21974;3062.487878;4512.086879;3991.478924;3581.000977;1322.603493;2252.312589;2216.176888;4119.22517;3112.606625;1972;3095.266063;2091.21974;2322.89819;4642.899094;6579.358023;6637.389848;4417.148401;6755.941977;6899.806374;6859.710781;7046.462942;5825.464102;1870.443798;2302.534256;6124.975755;5367.42918;5036.324056;4824.819168;6148;6311.082316;12373.45417;7304.316532;1920.141661;10926.19019;10566.19288;3235.547558;6505.31475;0;328.0975465;10324;580;5862.305349;5261.082778;7056.004535;6594.679067;3748.074706;259.3838854;1182.972527;1920.141661;3871.69007;4104.498995;8120.828529;696;1975.408818;3876.899792;5194.158257;2606.775786;4760.242011;5665.029567;7192.935423
106;883.4296803;1512.454958;1194.293096;492.1463197;2287.877619;116;742.7624115;991.1044345;624.6791176;1276;580;1069.467157;1296.919427;1249.358235;164.0487732;1069.467157;733.6484172;1352.78084;742.7624115;464;778.1516562;580;518.7677708;366.8242086;3460.612663;2460.731599;1811.977925;4020.031841;3897.669047;1770.663153;1577.770579;4182.43948;3699.290743;2391.401263;1985.600161;1743.86238;1624;2670.520549;2593.838854;2447.022681;1577.770579;2864.988656;2200.945251;3044.861902;3381.952099;4932.387657;3991.478924;4348.066237;4366.595012;1672.975792;1902.541458;2606.775786;4190.474913;2927.707636;3778.467414;2670.520549;2482.508409;2438.760341;2593.838854;2091.21974;2216.176888;2320;8558.88217;2544.078615;5988.342008;3728.276814;1800.804265;2737.698303;4184.047801;3668.242086;3274.817858;997.869731;1930.624769;1888.343189;3799.77473;2803.266666;1660.867243;2822.401814;1859.621467;2116.801361;4368.135529;6316.410373;6389.48386;4140.403845;6471.095116;6613.017466;6567.075453;6749.964148;5889.785056;1811.977925;2302.534256;6177.476507;5626.896836;5362.41289;5021.607711;5828.92786;6370.502021;12412.54204;7381.283357;2055.525237;10712.27184;10326.60641;3522.276537;6384.216788;328.0975465;0;10634.7393;259.3838854;5551.057557;4982.60173;7384.017335;6921.225325;3889.028671;348;1467.296834;1834.121043;3612.799469;4432.353776;7792.748424;956.5605051;2302.534256;3856.018672;5322.112363;2909.265199;4782.802526;5397.429018;7432.151775
107;9752.97206;9131.639064;10753.01855;11102.72111;8803.781006;10738.61816;9965.20346;11620.86124;11059.61301;10128.6003;10906.46781;10267.14683;9628.69877;9849.076302;10584.0068;9600.708307;11165.56492;11798.40328;11362.08009;10850.18636;11266.93854;11156.52276;11153.50707;10997.99909;10417.42003;10129.26453;10370.8152;10028.46668;10674.52144;9816.917643;10491.42888;10934.19224;10340.2793;9258.224452;8793.075457;9172.805896;9210.867494;9625.204413;9312.567852;8657.362185;9555.753032;8971.083324;9210.867494;7640.165443;7267.37917;6350.404082;7348.396288;6613.017466;6870.491103;9219.628626;8774.692701;8891.988304;6921.225325;7738.165157;8432.170776;8400.995179;8209.817538;10860.10313;12366.38346;11812.65085;11600;11855.2908;18521.17189;10833.43122;10504.24676;9223.276641;12403.86649;13340.50434;14682.13608;14275.54272;13904.52473;11621.44019;12555.89487;12461.22947;13998.08101;12934.39013;11976.68402;12504.88609;11489.27152;11437.62353;13727.75583;15100.50913;14873.8057;13575.96523;17017.24349;17168.39189;17150.74809;17349.27272;12646.12826;11481.65633;11425.26394;12996.65988;5577.65829;5514.577046;6995.675235;16451.56479;9234.21204;12300.92354;13323.34613;10468.95983;17655.26097;17954.16208;7181.702305;15453.7079;10324;10634.7393;0;10843.36332;16185.63758;15509.33448;4190.474913;5136.84884;10722.94363;10483.73063;9653.123847;11628.38527;12921.90017;6668.739011;18210.15277;10038.52499;8553.377812;10182.92375;8011.561646;8609.044546;12571.42474;14437.22411;4877.520682
108;1094.341811;1740;1357.74519;259.3838854;2546.721814;232;997.869731;820.2438662;656.1950929;1512.454958;676.3904198;1037.535542;1556.303312;1296.919427;259.3838854;1249.358235;478.2802526;1094.341811;518.7677708;259.3838854;518.7677708;328.0975465;348;259.3838854;3364;2391.401263;1724.463975;3950.817637;3787.36003;1766.859361;1476.438959;4060;3609.073011;2422.15111;2138.934314;1859.621467;1755.39853;2647.749233;2606.775786;2552;1640.487732;2900;2252.312589;3231.38608;3581.000977;5183.785489;4247.881354;4593.365651;4619.655398;1930.624769;2138.934314;2864.988656;4441.452015;3155.541158;4035.066294;2927.707636;2717.966887;2606.775786;2606.775786;2138.934314;2302.534256;2380.121005;8301.094868;2715.490379;6201.390812;3971.200322;1640.487732;2509.463688;3940.586758;3443.070722;3082.196619;778.1516562;1712.719475;1648.669767;3541.326305;2544.078615;1401.633333;2575.617984;1640.487732;1913.12101;4119.22517;6072.02108;6152.375801;3890.758281;6303.615471;6442.962052;6389.48386;6567.075453;6028.652918;1888.343189;2413.803637;6307.883322;5779.08228;5599.328531;5115.849881;5611.331393;6346.164826;12366.38346;7526.603484;2252.312589;10492.07015;10092.66664;3706.558512;6381.054458;580;259.3838854;10843.36332;0;5347.335785;4824.819168;7628.708934;7174.203789;4079.837252;591.4862636;1724.463975;1888.343189;3371.99051;4681.861168;7548.026497;1211.075555;2554.635003;3776.686378;5356.135921;3168.308066;4895.4199;5151.235968;7562.27479
109;6433.557025;7056.004535;5616.125355;5088.15723;7564.943357;5447.061593;6230.614737;4565.451128;5152.541897;6217.643283;5311.989458;6055.377775;6628.260707;6456.522903;5606.533332;6595.699205;5064.300149;4477.660103;4829.000725;5363.667402;4955.522172;5041.664804;5032.314776;5187.677708;7195.740963;6763.904198;6236.011546;7895.672739;7341.068042;6668.739011;6028.652918;7382.194796;7432.151775;7348.396288;7453.846255;7116.767806;7046.462942;7251.623818;7418.560507;7744.248963;6788.725948;7781.516562;7286.794631;8575.374044;8928.232972;10277.62619;9258.224452;9780.526775;9697.627751;7046.462942;7424.906195;7663.90501;9560.680311;8461.641448;8612.951178;7982.957848;7999.795997;6089.723803;4477.660103;4845.690869;5183.785489;4946.0093;4768.714712;6178.565529;9286.522708;8140.687932;3799.77473;2900;2025.852907;2002.470474;2287.877619;4569.87002;3640.62632;3778.467414;3123.395588;3829.757172;4391.17843;4537.364874;5136.84884;5347.335785;4569.87002;5665.029567;6089.723803;4480.664236;1512.454958;1556.303312;1357.74519;1411.200907;7652.484041;5085.51197;5435.933774;7689.321426;11044.39405;10845.22457;10147.18247;580;10376.65225;15700.76176;8907.863492;6233.853383;10140.54989;9210.867494;9048;5168.187303;5862.305349;5551.057557;16185.63758;5347.335785;0;1396.824971;12784.23154;12193.8017;7242.339953;5712.337525;6661.673063;4921.463197;4782.802526;9816.917643;3071.262932;6210.06409;7722.499077;7663.90501;9992.846241;7990.539406;6456.522903;5084.188824;12720.39308
110;5851.967191;6422.043289;4772.945422;4577.22536;6743.98102;4869.237312;5577.65829;4004.940948;4477.660103;5396.182354;4622.567252;5694.643097;5880.639421;6059.820459;5073.591233;6052.043622;4653.0317;4177.6108;4331.011891;4906.402348;4537.364874;4561.027954;4482.165548;4618.198783;7259.969146;6648.530665;6042.030122;7964.394767;7488.96575;6381.054458;5804.638145;7593.349722;7512.287534;7076.950756;6961.933065;6676.805224;6579.358023;7091.196796;7192.935423;7352.972732;6406.30939;7540;6968.694569;8018.277122;8333.451626;9410.310091;8375.328531;8974.832366;8834.296803;6290.794544;6749.964148;6763.904198;8720.855004;7779.787144;7610.165833;7159.183194;7304.316532;5020.267722;3371.99051;3829.757172;4130.642565;3876.899792;6152.375801;5096.084772;7999.795997;7061.723302;3185.251011;2730.315733;2624.780372;2129.476931;1870.443798;4086.428269;3248;3487.72476;3642.473885;4006.620521;4201.698704;4738.993986;5053.660851;5323.376372;5199.336881;6613.017466;6995.675235;5057.653211;1508;1660.867243;1672.975792;1902.541458;6277.947435;4119.22517;4366.595012;6303.615471;10603.69445;10064.62955;9870.911609;1975.408818;10494.63482;16100.61614;7514.07852;5245.714441;11240.03488;10375.35542;8496.554596;3826.242021;5261.082778;4982.60173;15509.33448;4824.819168;1396.824971;0;11916.4243;11261.56295;6033.115282;5066.956483;5865.747352;3959.323174;5194.158257;8980.078396;4462.609102;5471.709057;6960.9666;7738.165157;9893.378796;7082.65261;5105.318012;5908.033852;12374.54161
111;6564.001219;5908.033852;7175.141532;7876.049771;5220;7468.274232;6648.530665;8304.336217;7663.90501;6567.075453;7500.635706;7355.717232;6178.565529;6960;7382.194796;6492.892114;8040.063681;8696.132474;8124.141801;7712.037344;8120.828529;7956.788297;7881.173517;7717.269984;8379.344127;7731.206374;7722.499077;8255.582354;8770.858111;7144.131018;7754.66724;9098.4236;8404.197999;6796.649763;5920.547272;6338.739307;6311.082316;7316.281022;6952.262366;6073.129012;6756.937768;6701.949567;6647.518635;4834.570508;4417.148401;2509.463688;3541.326305;3036.01054;3088.738254;5762.76045;5496.245992;5152.541897;3225.133796;4529.944812;4439.936936;4802.456038;4924.196584;7008.166665;8612.169994;8100.920442;7834.080418;8093.442284;15833.89377;6960.9666;6316.410373;5178.591314;9004.021324;10105.32454;11568.05602;11021.83143;10510.00971;8372.918249;9286.522708;9272.02157;11097.87223;10040.53544;8950.059665;9790.839801;8700;8752.428692;11228.6562;12923.98267;12813.66895;11035.2526;13409.9211;13568.52947;13587.85399;13808.38586;8468.794483;7798.78965;7626.06268;8816;4298.265697;2091.21974;5694.643097;13134.66315;8584;13428.97286;9137.531395;6693.913653;16380.25152;16402.00622;4513.577738;11399.32419;7056.004535;7384.017335;4190.474913;7628.708934;12784.23154;11916.4243;0;956.5605051;6643.468973;7147.897033;6124.975755;7957.633819;10392.20169;2971.049646;15176.50658;6594.679067;5096.084772;8326.990333;6968.694569;4834.570508;8467.205442;12115.75437;5194.158257
112;6149.094242;5502.363129;6580.380536;7411.30164;4676.109494;6995.675235;6178.565529;7796.201126;7136.593025;5992.834388;6972.555342;7022.552243;5665.029567;6647.518635;6938.700743;6112.880827;7610.165833;8261.28513;7649.846012;7284.947769;7681.442573;7500.635706;7398.581486;7234.904284;8301.905323;7562.27479;7470.976375;8258.841565;8721.626454;6902.731054;7471.876873;9059.889624;8356.026807;6640.430107;5655.520489;6069.80461;6018.600502;7190.128789;6823.324703;5906.894954;6484.597135;6613.017466;6462.772161;4658.811866;4255.793228;1995.739462;2952.877918;2647.749233;2554.635003;5259.803799;5084.188824;4529.944812;2737.698303;4203.299656;3684.7122;4268.421722;4537.364874;6287.585228;7918.646349;7432.151775;7144.131018;7402.218046;15453.7079;6230.614737;5367.42918;4372.753823;8452.094652;9600.0075;11088.16811;10499.12149;9941.545152;7889.705698;8780.058314;8795.3706;10695.30065;9655.21455;8537.631522;9469.465877;8375.328531;8461.641448;10952.02191;12720.39308;12644.5321;10748.63787;12741.00404;12901.5782;12934.39013;13161.78347;7548.026497;7146.955716;6923.169216;7891.411027;4670.350736;1985.600161;5944.363381;12571.42474;8864.707553;13982.69216;8186.839195;6016.364351;16381.8944;16332.94829;4417.148401;10550.89987;6594.679067;6921.225325;5136.84884;7174.203789;12193.8017;11261.56295;956.5605051;0;5800;6656.621365;5577.65829;7308.920577;10119.29642;2509.463688;14693.58772;6072.02108;4619.655398;8304.336217;7215.349195;4203.299656;7599.54946;11880.23501;5828.92786
113;3899.394825;3787.36003;2730.315733;4140.403845;2900;3856.018672;3528.002268;4066.623169;3528.002268;2698.091177;3435.245552;4829.000725;3088.738254;4777.172385;4035.066294;4119.22517;4504.625179;4894.045361;4216.085388;4334.117673;4482.165548;4254.21203;4004.940948;3913.173648;7212.551282;6175.297888;5606.533332;7660.392679;7677.938265;5352.366206;5407.391978;7989.697366;7424.906195;5731.151368;4681.861168;4802.456038;4640;6210.06409;5987.218386;5337.260721;4955.522172;6105.171578;5475.396607;4922.83008;4935.114994;4408;3510.79706;4348.066237;3959.323174;3121.240779;3692.008667;2447.022681;3986.418944;4158.240012;2322.89819;3064.683997;3829.757172;1512.454958;2803.266666;2617.079288;2252.312589;2422.15111;11445.85584;1396.824971;2216.176888;1508;4216.085388;5437.171323;6867.552694;6089.723803;5322.112363;4306.084997;4778.580542;4993.392434;7007.206576;6264;5240.581647;6533.179318;5712.337525;5992.834388;8011.561646;9982.067922;10124.61397;7779.787144;7384.017335;7548.026497;7639.284783;7889.705698;2348.820981;2562.523756;2002.470474;2705.561679;7326.389561;5347.335785;7497.944252;7740.773088;9691.381738;15749.53663;3692.008667;1834.121043;14534.75834;14066.64423;5252.12338;4756;3748.074706;3889.028671;10722.94363;4079.837252;7242.339953;6033.115282;6643.468973;5800;0;3558.383903;2831.920903;2690.599933;7352.972732;4201.698704;10169.03929;3112.606625;3317.681118;7540;8294.608369;2544.078615;1856;9054.689835;9219.628626
114;812;1357.74519;905.9889624;778.1516562;1995.739462;366.8242086;518.7677708;1160;591.4862636;928;464;1322.603493;997.869731;1415.960451;478.2802526;1050.424676;1069.467157;1660.867243;997.869731;812;1100.472626;883.4296803;742.7624115;580;3735.488188;2717.966887;2091.21974;4268.421722;4182.43948;1975.408818;1870.443798;4476.157281;3967.810479;2546.721814;1975.408818;1800.804265;1660.867243;2881.380225;2767.031623;2504.095845;1712.719475;3009.300251;2334.454969;2957.431318;3266.589659;4676.109494;3713.812058;4114.322301;4104.498995;1396.824971;1712.719475;2284.93501;3937.170558;2749.958545;3448.927949;2391.401263;2287.877619;2129.476931;2457.995932;1920.141661;1995.739462;2129.476931;8853.315763;2231.304551;5644.803628;3381.952099;1920.141661;2957.431318;4432.353776;3876.899792;3425.43895;1233.096914;2138.934314;2138.934314;4101.219331;3123.395588;1982.208869;3166.183823;2207.05052;2460.731599;4710.514197;6661.673063;6736.993988;4482.165548;6567.075453;6712.983241;6679.827543;6871.470294;5598.12683;1611.523503;2052.249498;5893.211009;5587.299885;5151.235968;5073.591233;6016.364351;6567.075453;12626.961;7082.65261;1724.463975;11059.00466;10674.52144;3435.245552;6246.791176;259.3838854;348;10483.73063;591.4862636;5712.337525;5066.956483;7147.897033;6656.621365;3558.383903;0;1142.467505;1660.867243;3959.323174;4184.047801;8040.063681;624.6791176;2052.249498;4114.322301;5453.233903;2593.838854;4518.047366;5741.707063;7424
115;1100.472626;997.869731;1100.472626;1920.141661;905.9889624;1508;812;2228.287235;1560.620389;478.2802526;1396.824971;2116.801361;259.3838854;1982.208869;1547.633031;1296.919427;2200.945251;2803.266666;2129.476931;1913.12101;2240.332118;2025.852907;1870.443798;1712.719475;4417.148401;3381.952099;2869.681515;4834.570508;4889.919427;2544.078615;2708.047267;5213.551573;4618.198783;2900;1902.541458;1975.408818;1811.977925;3381.952099;3155.541158;2554.635003;2129.476931;3285.074124;2645.206986;2479.796766;2670.520549;3623.95585;2624.780372;3123.395588;3044.861902;464;1069.467157;1142.467505;2900;1985.600161;2311.283626;1322.603493;1512.454958;1712.719475;2793.649942;2216.176888;2091.21974;2320;9986.784868;1770.663153;4733.311737;2322.89819;2881.380225;4026.72075;5525.546489;4921.463197;4385.045496;2348.820981;3208.401471;3250.070768;5240.581647;4265.268104;3123.395588;4277.868628;3266.589659;3481.932797;5825.464102;7761.604989;7814.302784;5599.328531;7373.075342;7526.603484;7522.132676;7731.206374;5085.51197;1870.443798;2002.470474;5416.094534;5136.84884;4203.299656;4935.114994;7011.046142;6890.048476;12964.00555;6505.31475;1194.293096;12072.91978;11736.65506;2920.805368;6392.64202;1182.972527;1467.296834;9653.123847;1724.463975;6661.673063;5865.747352;6124.975755;5577.65829;2831.920903;1142.467505;0;2002.470474;5053.660851;3155.541158;9122.793432;518.7677708;1100.472626;4721.926725;5569.208202;1453.475834;4182.43948;6847.931074;7037.864449
